genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Neisseria,gonorrhoeae,ERR350033,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR350034,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR350037,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR350038,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR350040,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR350041,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR350042,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR350043,Resistant,TET,NA,256,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR350046,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR350051,Intermediate,TET,NA,1.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR350055,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR350057,Resistant,TET,NA,2,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR350060,Susceptible,TET,NA,0.008,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR350067,Resistant,TET,NA,256,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR350068,Intermediate,TET,NA,1.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR352666,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR352670,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR352686,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR352694,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR352698,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR352708,Susceptible,TET,NA,0.094,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR352724,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR352732,Resistant,TET,NA,2,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR352734,Intermediate,TET,NA,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR352736,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR352738,Resistant,TET,NA,2,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR352741,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR352745,Intermediate,TET,NA,1.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR352749,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR352753,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Australia,NA
Neisseria,gonorrhoeae,ERR352755,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Australia,NA
Neisseria,gonorrhoeae,ERR352759,Intermediate,TET,NA,0.38,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR352767,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,China,NA
Neisseria,gonorrhoeae,ERR352769,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,China,NA
Neisseria,gonorrhoeae,ERR352771,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,China,NA
Neisseria,gonorrhoeae,ERR352786,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Malaysia,NA
Neisseria,gonorrhoeae,ERR352792,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Philippines,NA
Neisseria,gonorrhoeae,ERR352801,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Philippines,NA
Neisseria,gonorrhoeae,ERR352811,Susceptible,TET,NA,0.19,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR352813,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR352817,Resistant,TET,NA,3,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR352821,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR363580,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363581,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363584,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363586,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Australia,NA
Neisseria,gonorrhoeae,ERR363587,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363588,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363589,Resistant,TET,NA,12,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363591,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363592,Intermediate,TET,NA,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363593,Intermediate,TET,NA,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363594,Intermediate,TET,NA,0.38,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363597,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Australia,NA
Neisseria,gonorrhoeae,ERR363599,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Australia,NA
Neisseria,gonorrhoeae,ERR363600,Resistant,TET,NA,8,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Australia,NA
Neisseria,gonorrhoeae,ERR363602,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,New Zealand,NA
Neisseria,gonorrhoeae,ERR363605,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363610,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,China,NA
Neisseria,gonorrhoeae,ERR363612,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,China,NA
Neisseria,gonorrhoeae,ERR363613,Intermediate,TET,NA,0.38,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363614,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Indonesia,NA
Neisseria,gonorrhoeae,ERR363621,Susceptible,TET,NA,0.19,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR363628,Resistant,TET,NA,12,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR363631,Intermediate,TET,NA,0.38,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Viet Nam,NA
Neisseria,gonorrhoeae,ERR363632,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Pakistan,NA
Neisseria,gonorrhoeae,ERR363633,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,India,NA
Neisseria,gonorrhoeae,ERR363636,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,India,NA
Neisseria,gonorrhoeae,ERR363637,Susceptible,TET,NA,0.016,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,India,NA
Neisseria,gonorrhoeae,ERR363639,Intermediate,TET,NA,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,India,NA
Neisseria,gonorrhoeae,ERR363644,Susceptible,TET,NA,0.19,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Pakistan,NA
Neisseria,gonorrhoeae,ERR363646,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Pakistan,NA
Neisseria,gonorrhoeae,ERR363647,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Pakistan,NA
Neisseria,gonorrhoeae,ERR363649,Susceptible,TET,NA,0.19,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,India,NA
Neisseria,gonorrhoeae,ERR363650,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,India,NA
Neisseria,gonorrhoeae,ERR363657,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,India,NA
Neisseria,gonorrhoeae,ERR363660,Susceptible,TET,NA,0.19,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Bhutan,NA
Neisseria,gonorrhoeae,ERR363661,Susceptible,TET,NA,0.19,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Bhutan,NA
Neisseria,gonorrhoeae,ERR363662,Susceptible,TET,NA,0.19,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Bhutan,NA
Neisseria,gonorrhoeae,ERR363663,Susceptible,TET,NA,0.19,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Bhutan,NA
Neisseria,gonorrhoeae,ERR363664,Resistant,TET,NA,8,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Bhutan,NA
Neisseria,gonorrhoeae,ERR363666,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Pakistan,NA
Neisseria,gonorrhoeae,ERR363668,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR363669,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Philippines,NA
Neisseria,gonorrhoeae,ERR363670,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Pakistan,NA
Neisseria,gonorrhoeae,ERR388280,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Netherlands,NA
Neisseria,gonorrhoeae,ERR388285,Resistant,TET,NA,128,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Bulgaria,NA
Neisseria,gonorrhoeae,ERR388287,Resistant,TET,NA,3,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Finland,NA
Neisseria,gonorrhoeae,ERR388288,Resistant,TET,NA,3,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,France,NA
Neisseria,gonorrhoeae,ERR388296,Resistant,TET,NA,2,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Spain,NA
Neisseria,gonorrhoeae,ERR388299,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Spain,NA
Neisseria,gonorrhoeae,ERR388306,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388308,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388313,Intermediate,TET,NA,1.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Norway,NA
Neisseria,gonorrhoeae,ERR388314,Resistant,TET,NA,2,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Norway,NA
Neisseria,gonorrhoeae,ERR388319,Intermediate,TET,NA,1.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR388323,Resistant,TET,NA,2,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR388326,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR388327,Susceptible,TET,NA,0.016,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR388329,Resistant,TET,NA,2,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR388331,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388332,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388333,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388335,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388340,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR388341,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR388347,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR388350,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR388353,Resistant,TET,NA,48,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388355,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388356,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388360,Susceptible,TET,NA,0.008,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388361,Intermediate,TET,NA,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388362,Resistant,TET,NA,48,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388363,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388371,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR388375,Resistant,TET,NA,2,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR388377,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR388379,Intermediate,TET,NA,0.75,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Belarus,NA
Neisseria,gonorrhoeae,ERR388384,Resistant,TET,NA,2,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388385,Resistant,TET,NA,48,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388386,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388387,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388393,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388395,Intermediate,TET,NA,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388396,Intermediate,TET,NA,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388397,Intermediate,TET,NA,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388398,Susceptible,TET,NA,0.094,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388401,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR388402,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR388403,Resistant,TET,NA,8,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Estonia,NA
Neisseria,gonorrhoeae,ERR388412,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Poland,NA
Neisseria,gonorrhoeae,ERR388416,Resistant,TET,NA,3,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Slovenia,NA
Neisseria,gonorrhoeae,ERR388419,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR388421,Resistant,TET,NA,32,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Australia,NA
Neisseria,gonorrhoeae,ERR388422,Intermediate,TET,NA,1,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Australia,NA
Neisseria,gonorrhoeae,ERR388425,Intermediate,TET,NA,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Japan,NA
Neisseria,gonorrhoeae,ERR388428,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,China,NA
Neisseria,gonorrhoeae,ERR388429,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,China,NA
Neisseria,gonorrhoeae,ERR388430,Resistant,TET,NA,24,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,China,NA
Neisseria,gonorrhoeae,ERR388432,Intermediate,TET,NA,1.5,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Hong Kong,NA
Neisseria,gonorrhoeae,ERR388433,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Indonesia,NA
Neisseria,gonorrhoeae,ERR388434,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Indonesia,NA
Neisseria,gonorrhoeae,ERR388437,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Malaysia,NA
Neisseria,gonorrhoeae,ERR388438,Resistant,TET,NA,16,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Philippines,NA
Neisseria,gonorrhoeae,ERR388440,Susceptible,TET,NA,0.125,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Philippines,NA
Neisseria,gonorrhoeae,ERR388445,Resistant,TET,NA,48,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Philippines,NA
Neisseria,gonorrhoeae,ERR388448,Resistant,TET,NA,4,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR388449,Susceptible,TET,NA,0.19,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR388452,Resistant,TET,NA,3,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Neisseria,gonorrhoeae,ERR388454,Susceptible,TET,NA,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31358980,NA,Thailand,NA
Streptococcus,pneumoniae,ERR391724,Resistant,ERY,NA,4,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,Germany,NA
Streptococcus,pneumoniae,ERR391745,Resistant,ERY,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Sepsis,Germany,NA
Escherichia,coli,ERR4013421,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013422,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013423,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013424,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013425,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013426,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013427,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013428,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013429,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013430,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013431,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013444,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013445,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013446,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013447,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013448,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013449,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013450,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013451,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013452,Resistant,GEN,>,16,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013453,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013454,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013455,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013456,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013457,Intermediate,GEN,=,4,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013458,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013459,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Blood,NA,NA
Escherichia,coli,ERR4013460,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013461,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013462,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013463,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013464,Susceptible,GEN,<=,2,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Escherichia,coli,ERR4013465,Resistant,GEN,=,8,mg/L,Broth microdilution,NA,CLSI,CLSI,35756053,Urine,NA,NA
Staphylococcus,aureus,ERR410046,Susceptible,ERY,NA,NA,NA,NA,NA,CLSI,2013,26686880,NA,NA,NA
