dataset,accession,assembly_path,status
training,ERR363668,data/camda_amr_2025/processed/assemblies/train/ERR363668.fasta,missing
training,ERR363669,data/camda_amr_2025/processed/assemblies/train/ERR363669.fasta,missing
training,ERR363670,data/camda_amr_2025/processed/assemblies/train/ERR363670.fasta,missing
training,ERR388280,data/camda_amr_2025/processed/assemblies/train/ERR388280.fasta,missing
training,ERR388285,data/camda_amr_2025/processed/assemblies/train/ERR388285.fasta,missing
training,ERR388287,data/camda_amr_2025/processed/assemblies/train/ERR388287.fasta,missing
training,ERR388288,data/camda_amr_2025/processed/assemblies/train/ERR388288.fasta,missing
training,ERR388296,data/camda_amr_2025/processed/assemblies/train/ERR388296.fasta,missing
training,ERR388299,data/camda_amr_2025/processed/assemblies/train/ERR388299.fasta,missing
training,ERR388306,data/camda_amr_2025/processed/assemblies/train/ERR388306.fasta,missing
training,ERR388308,data/camda_amr_2025/processed/assemblies/train/ERR388308.fasta,missing
training,ERR388313,data/camda_amr_2025/processed/assemblies/train/ERR388313.fasta,missing
training,ERR388314,data/camda_amr_2025/processed/assemblies/train/ERR388314.fasta,missing
training,ERR388319,data/camda_amr_2025/processed/assemblies/train/ERR388319.fasta,missing
training,ERR388323,data/camda_amr_2025/processed/assemblies/train/ERR388323.fasta,missing
training,ERR388326,data/camda_amr_2025/processed/assemblies/train/ERR388326.fasta,missing
training,ERR388327,data/camda_amr_2025/processed/assemblies/train/ERR388327.fasta,missing
training,ERR388329,data/camda_amr_2025/processed/assemblies/train/ERR388329.fasta,missing
training,ERR388331,data/camda_amr_2025/processed/assemblies/train/ERR388331.fasta,missing
training,ERR388332,data/camda_amr_2025/processed/assemblies/train/ERR388332.fasta,missing
training,ERR388333,data/camda_amr_2025/processed/assemblies/train/ERR388333.fasta,missing
training,ERR388335,data/camda_amr_2025/processed/assemblies/train/ERR388335.fasta,missing
training,ERR388340,data/camda_amr_2025/processed/assemblies/train/ERR388340.fasta,missing
training,ERR388341,data/camda_amr_2025/processed/assemblies/train/ERR388341.fasta,missing
training,ERR388347,data/camda_amr_2025/processed/assemblies/train/ERR388347.fasta,missing
training,ERR388350,data/camda_amr_2025/processed/assemblies/train/ERR388350.fasta,missing
training,ERR388353,data/camda_amr_2025/processed/assemblies/train/ERR388353.fasta,missing
training,ERR388355,data/camda_amr_2025/processed/assemblies/train/ERR388355.fasta,missing
training,ERR388356,data/camda_amr_2025/processed/assemblies/train/ERR388356.fasta,missing
training,ERR388360,data/camda_amr_2025/processed/assemblies/train/ERR388360.fasta,missing
training,ERR388361,data/camda_amr_2025/processed/assemblies/train/ERR388361.fasta,missing
training,ERR388362,data/camda_amr_2025/processed/assemblies/train/ERR388362.fasta,missing
training,ERR388363,data/camda_amr_2025/processed/assemblies/train/ERR388363.fasta,missing
training,ERR388371,data/camda_amr_2025/processed/assemblies/train/ERR388371.fasta,missing
training,ERR388375,data/camda_amr_2025/processed/assemblies/train/ERR388375.fasta,missing
training,ERR388377,data/camda_amr_2025/processed/assemblies/train/ERR388377.fasta,missing
training,ERR388379,data/camda_amr_2025/processed/assemblies/train/ERR388379.fasta,missing
training,ERR388384,data/camda_amr_2025/processed/assemblies/train/ERR388384.fasta,missing
training,ERR388385,data/camda_amr_2025/processed/assemblies/train/ERR388385.fasta,missing
training,ERR388386,data/camda_amr_2025/processed/assemblies/train/ERR388386.fasta,missing
training,ERR388387,data/camda_amr_2025/processed/assemblies/train/ERR388387.fasta,missing
training,ERR388393,data/camda_amr_2025/processed/assemblies/train/ERR388393.fasta,missing
training,ERR388395,data/camda_amr_2025/processed/assemblies/train/ERR388395.fasta,missing
training,ERR388396,data/camda_amr_2025/processed/assemblies/train/ERR388396.fasta,missing
training,ERR388397,data/camda_amr_2025/processed/assemblies/train/ERR388397.fasta,missing
training,ERR388398,data/camda_amr_2025/processed/assemblies/train/ERR388398.fasta,missing
training,ERR388401,data/camda_amr_2025/processed/assemblies/train/ERR388401.fasta,missing
training,ERR388402,data/camda_amr_2025/processed/assemblies/train/ERR388402.fasta,missing
training,ERR388403,data/camda_amr_2025/processed/assemblies/train/ERR388403.fasta,missing
training,ERR388412,data/camda_amr_2025/processed/assemblies/train/ERR388412.fasta,missing
training,ERR388416,data/camda_amr_2025/processed/assemblies/train/ERR388416.fasta,missing
training,ERR388419,data/camda_amr_2025/processed/assemblies/train/ERR388419.fasta,missing
training,ERR388421,data/camda_amr_2025/processed/assemblies/train/ERR388421.fasta,missing
training,ERR388422,data/camda_amr_2025/processed/assemblies/train/ERR388422.fasta,missing
training,ERR388425,data/camda_amr_2025/processed/assemblies/train/ERR388425.fasta,missing
training,ERR388428,data/camda_amr_2025/processed/assemblies/train/ERR388428.fasta,missing
training,ERR388429,data/camda_amr_2025/processed/assemblies/train/ERR388429.fasta,missing
training,ERR388430,data/camda_amr_2025/processed/assemblies/train/ERR388430.fasta,missing
training,ERR388432,data/camda_amr_2025/processed/assemblies/train/ERR388432.fasta,missing
training,ERR388433,data/camda_amr_2025/processed/assemblies/train/ERR388433.fasta,missing
training,ERR388434,data/camda_amr_2025/processed/assemblies/train/ERR388434.fasta,missing
training,ERR388437,data/camda_amr_2025/processed/assemblies/train/ERR388437.fasta,missing
training,ERR388438,data/camda_amr_2025/processed/assemblies/train/ERR388438.fasta,missing
training,ERR388440,data/camda_amr_2025/processed/assemblies/train/ERR388440.fasta,missing
training,ERR388445,data/camda_amr_2025/processed/assemblies/train/ERR388445.fasta,missing
training,ERR388448,data/camda_amr_2025/processed/assemblies/train/ERR388448.fasta,missing
training,ERR388449,data/camda_amr_2025/processed/assemblies/train/ERR388449.fasta,missing
training,ERR388452,data/camda_amr_2025/processed/assemblies/train/ERR388452.fasta,missing
training,ERR388454,data/camda_amr_2025/processed/assemblies/train/ERR388454.fasta,missing
training,ERR391724,data/camda_amr_2025/processed/assemblies/train/ERR391724.fasta,missing
training,ERR391745,data/camda_amr_2025/processed/assemblies/train/ERR391745.fasta,missing
training,ERR4013421,data/camda_amr_2025/processed/assemblies/train/ERR4013421.fasta,missing
training,ERR4013422,data/camda_amr_2025/processed/assemblies/train/ERR4013422.fasta,missing
training,ERR4013423,data/camda_amr_2025/processed/assemblies/train/ERR4013423.fasta,missing
training,ERR4013424,data/camda_amr_2025/processed/assemblies/train/ERR4013424.fasta,missing
training,ERR4013425,data/camda_amr_2025/processed/assemblies/train/ERR4013425.fasta,missing
training,ERR4013426,data/camda_amr_2025/processed/assemblies/train/ERR4013426.fasta,missing
training,ERR4013427,data/camda_amr_2025/processed/assemblies/train/ERR4013427.fasta,missing
training,ERR4013428,data/camda_amr_2025/processed/assemblies/train/ERR4013428.fasta,missing
training,ERR4013429,data/camda_amr_2025/processed/assemblies/train/ERR4013429.fasta,missing
training,ERR4013430,data/camda_amr_2025/processed/assemblies/train/ERR4013430.fasta,missing
training,ERR4013431,data/camda_amr_2025/processed/assemblies/train/ERR4013431.fasta,missing
training,ERR4013444,data/camda_amr_2025/processed/assemblies/train/ERR4013444.fasta,missing
training,ERR4013445,data/camda_amr_2025/processed/assemblies/train/ERR4013445.fasta,missing
training,ERR4013446,data/camda_amr_2025/processed/assemblies/train/ERR4013446.fasta,missing
training,ERR4013447,data/camda_amr_2025/processed/assemblies/train/ERR4013447.fasta,missing
training,ERR4013448,data/camda_amr_2025/processed/assemblies/train/ERR4013448.fasta,missing
training,ERR4013449,data/camda_amr_2025/processed/assemblies/train/ERR4013449.fasta,missing
training,ERR4013450,data/camda_amr_2025/processed/assemblies/train/ERR4013450.fasta,missing
training,ERR4013451,data/camda_amr_2025/processed/assemblies/train/ERR4013451.fasta,missing
training,ERR4013452,data/camda_amr_2025/processed/assemblies/train/ERR4013452.fasta,missing
training,ERR4013453,data/camda_amr_2025/processed/assemblies/train/ERR4013453.fasta,missing
training,ERR4013454,data/camda_amr_2025/processed/assemblies/train/ERR4013454.fasta,missing
training,ERR4013455,data/camda_amr_2025/processed/assemblies/train/ERR4013455.fasta,missing
training,ERR4013456,data/camda_amr_2025/processed/assemblies/train/ERR4013456.fasta,missing
training,ERR4013457,data/camda_amr_2025/processed/assemblies/train/ERR4013457.fasta,missing
training,ERR4013458,data/camda_amr_2025/processed/assemblies/train/ERR4013458.fasta,missing
training,ERR4013459,data/camda_amr_2025/processed/assemblies/train/ERR4013459.fasta,missing
training,ERR4013460,data/camda_amr_2025/processed/assemblies/train/ERR4013460.fasta,missing
training,ERR4013461,data/camda_amr_2025/processed/assemblies/train/ERR4013461.fasta,missing
training,ERR4013462,data/camda_amr_2025/processed/assemblies/train/ERR4013462.fasta,missing
training,ERR4013463,data/camda_amr_2025/processed/assemblies/train/ERR4013463.fasta,missing
training,ERR4013464,data/camda_amr_2025/processed/assemblies/train/ERR4013464.fasta,missing
training,ERR4013465,data/camda_amr_2025/processed/assemblies/train/ERR4013465.fasta,missing
training,ERR410046,data/camda_amr_2025/processed/assemblies/train/ERR410046.fasta,missing
training,ERR410056,data/camda_amr_2025/processed/assemblies/train/ERR410056.fasta,missing
training,ERR410059,data/camda_amr_2025/processed/assemblies/train/ERR410059.fasta,missing
training,ERR410068,data/camda_amr_2025/processed/assemblies/train/ERR410068.fasta,missing
training,ERR410090,data/camda_amr_2025/processed/assemblies/train/ERR410090.fasta,missing
training,ERR410091,data/camda_amr_2025/processed/assemblies/train/ERR410091.fasta,missing
training,ERR410094,data/camda_amr_2025/processed/assemblies/train/ERR410094.fasta,missing
training,ERR410098,data/camda_amr_2025/processed/assemblies/train/ERR410098.fasta,missing
training,ERR410104,data/camda_amr_2025/processed/assemblies/train/ERR410104.fasta,missing
training,ERR410105,data/camda_amr_2025/processed/assemblies/train/ERR410105.fasta,missing
training,ERR410106,data/camda_amr_2025/processed/assemblies/train/ERR410106.fasta,missing
training,ERR410107,data/camda_amr_2025/processed/assemblies/train/ERR410107.fasta,missing
training,ERR410115,data/camda_amr_2025/processed/assemblies/train/ERR410115.fasta,missing
training,ERR410124,data/camda_amr_2025/processed/assemblies/train/ERR410124.fasta,missing
training,ERR410131,data/camda_amr_2025/processed/assemblies/train/ERR410131.fasta,missing
training,ERR418320,data/camda_amr_2025/processed/assemblies/train/ERR418320.fasta,missing
training,ERR418321,data/camda_amr_2025/processed/assemblies/train/ERR418321.fasta,missing
training,ERR418324,data/camda_amr_2025/processed/assemblies/train/ERR418324.fasta,missing
training,ERR418326,data/camda_amr_2025/processed/assemblies/train/ERR418326.fasta,missing
training,ERR418330,data/camda_amr_2025/processed/assemblies/train/ERR418330.fasta,missing
training,ERR418332,data/camda_amr_2025/processed/assemblies/train/ERR418332.fasta,missing
training,ERR418333,data/camda_amr_2025/processed/assemblies/train/ERR418333.fasta,missing
training,ERR418334,data/camda_amr_2025/processed/assemblies/train/ERR418334.fasta,missing
training,ERR418335,data/camda_amr_2025/processed/assemblies/train/ERR418335.fasta,missing
training,ERR418336,data/camda_amr_2025/processed/assemblies/train/ERR418336.fasta,missing
training,ERR418342,data/camda_amr_2025/processed/assemblies/train/ERR418342.fasta,missing
training,ERR418343,data/camda_amr_2025/processed/assemblies/train/ERR418343.fasta,missing
training,ERR418344,data/camda_amr_2025/processed/assemblies/train/ERR418344.fasta,missing
training,ERR418346,data/camda_amr_2025/processed/assemblies/train/ERR418346.fasta,missing
training,ERR418349,data/camda_amr_2025/processed/assemblies/train/ERR418349.fasta,missing
training,ERR418351,data/camda_amr_2025/processed/assemblies/train/ERR418351.fasta,missing
training,ERR418352,data/camda_amr_2025/processed/assemblies/train/ERR418352.fasta,missing
training,ERR418357,data/camda_amr_2025/processed/assemblies/train/ERR418357.fasta,missing
training,ERR418360,data/camda_amr_2025/processed/assemblies/train/ERR418360.fasta,missing
training,ERR418364,data/camda_amr_2025/processed/assemblies/train/ERR418364.fasta,missing
training,ERR418365,data/camda_amr_2025/processed/assemblies/train/ERR418365.fasta,missing
training,ERR418367,data/camda_amr_2025/processed/assemblies/train/ERR418367.fasta,missing
training,ERR418370,data/camda_amr_2025/processed/assemblies/train/ERR418370.fasta,missing
training,ERR418372,data/camda_amr_2025/processed/assemblies/train/ERR418372.fasta,missing
training,ERR418375,data/camda_amr_2025/processed/assemblies/train/ERR418375.fasta,missing
training,ERR418376,data/camda_amr_2025/processed/assemblies/train/ERR418376.fasta,missing
training,ERR418380,data/camda_amr_2025/processed/assemblies/train/ERR418380.fasta,missing
training,ERR418384,data/camda_amr_2025/processed/assemblies/train/ERR418384.fasta,missing
training,ERR418387,data/camda_amr_2025/processed/assemblies/train/ERR418387.fasta,missing
training,ERR418388,data/camda_amr_2025/processed/assemblies/train/ERR418388.fasta,missing
training,ERR418393,data/camda_amr_2025/processed/assemblies/train/ERR418393.fasta,missing
training,ERR418394,data/camda_amr_2025/processed/assemblies/train/ERR418394.fasta,missing
training,ERR418396,data/camda_amr_2025/processed/assemblies/train/ERR418396.fasta,missing
training,ERR418397,data/camda_amr_2025/processed/assemblies/train/ERR418397.fasta,missing
training,ERR418406,data/camda_amr_2025/processed/assemblies/train/ERR418406.fasta,missing
training,ERR418409,data/camda_amr_2025/processed/assemblies/train/ERR418409.fasta,missing
training,ERR418411,data/camda_amr_2025/processed/assemblies/train/ERR418411.fasta,missing
training,ERR418417,data/camda_amr_2025/processed/assemblies/train/ERR418417.fasta,missing
training,ERR418419,data/camda_amr_2025/processed/assemblies/train/ERR418419.fasta,missing
training,ERR418420,data/camda_amr_2025/processed/assemblies/train/ERR418420.fasta,missing
training,ERR418425,data/camda_amr_2025/processed/assemblies/train/ERR418425.fasta,missing
training,ERR418427,data/camda_amr_2025/processed/assemblies/train/ERR418427.fasta,missing
training,ERR418432,data/camda_amr_2025/processed/assemblies/train/ERR418432.fasta,missing
training,ERR418433,data/camda_amr_2025/processed/assemblies/train/ERR418433.fasta,missing
training,ERR418434,data/camda_amr_2025/processed/assemblies/train/ERR418434.fasta,missing
training,ERR418436,data/camda_amr_2025/processed/assemblies/train/ERR418436.fasta,missing
training,ERR418440,data/camda_amr_2025/processed/assemblies/train/ERR418440.fasta,missing
